49261581931521,{"time":1619604556421548300,"value":1.2635743748565544}
49261582209567,{"time":1619604556421548300,"value":1.5356947351026804}
49262580124962,{"time":1619604557421548300,"value":4.103795088696139}
49262580173609,{"time":1619604557421548300,"value":4.576003930258816}
49263579203922,{"time":1619604558421548300,"value":9.986416786305002}
49263579575736,{"time":1619604558421548300,"value":10.061607274732868}
49264581167690,{"time":1619604559421548300,"value":10.010974839059172}
49264586286314,{"time":1619604559421548300,"value":11.23380038494252}
49265579208640,{"time":1619604560421548300,"value":12.940685100100492}
49265580783611,{"time":1619604560421548300,"value":10.387093530762206}
49266579118872,{"time":1619604561421548300,"value":14.206148368755578}
49266579213345,{"time":1619604561421548300,"value":11.48279323205321}
49267581439635,{"time":1619604562421548300,"value":15.905765362394636}
49267581552323,{"time":1619604562421548300,"value":12.561232527223945}
49268579622237,{"time":1619604563421548300,"value":14.211703862415462}
49268579687453,{"time":1619604563421548300,"value":16.948247537868756}
49269581394043,{"time":1619604564421548300,"value":18.469251231752896}
49269581438458,{"time":1619604564421548300,"value":15.654037212546436}
49270579840360,{"time":1619604565421548300,"value":17.301704318557995}
49270579894340,{"time":1619604565421548300,"value":18.968146901905396}
49271585569627,{"time":1619604566421548300,"value":17.897609246689022}
49271585628444,{"time":1619604566421548300,"value":16.967950698692455}
49272581539002,{"time":1619604567421548300,"value":16.95636181537598}
49272581603600,{"time":1619604567421548300,"value":13.077067995062473}
49273581587216,{"time":1619604568421548300,"value":10.042537444056864}
49273582177420,{"time":1619604568421548300,"value":14.158298155858915}
49274579431902,{"time":1619604569421548300,"value":9.085881279571574}
49274622316483,{"time":1619604569421548300,"value":11.677987275118783}
49275579039287,{"time":1619604570421548300,"value":9.986416786305}
49275579354402,{"time":1619604570421548300,"value":10.061607274732864}
49276582919416,{"time":1619604571421548300,"value":11.233800384942516}
49276624931096,{"time":1619604571421548300,"value":10.010974839059168}
49277579345154,{"time":1619604572421548300,"value":10.387093530762204}
49277579388856,{"time":1619604572421548300,"value":12.940685100100486}
49278579360267,{"time":1619604573421548300,"value":14.206148368755578}
49278620968382,{"time":1619604573421548300,"value":11.482793232053208}
49279581736587,{"time":1619604574421548300,"value":15.905765362394632}
49279581778518,{"time":1619604574421548300,"value":12.561232527223945}
49280579554510,{"time":1619604575421548300,"value":14.211703862415462}
49280580003370,{"time":1619604575421548300,"value":16.948247537868756}
49281579842100,{"time":1619604576421548300,"value":18.469251231752896}
49281580270476,{"time":1619604576421548300,"value":15.654037212546436}
49282581915311,{"time":1619604577421548300,"value":18.968146901905396}
49282581966515,{"time":1619604577421548300,"value":17.301704318557995}
49283585556075,{"time":1619604578421548300,"value":16.967950698692455}
49283585592678,{"time":1619604578421548300,"value":17.897609246689022}
49284579220787,{"time":1619604579421548300,"value":13.077067995062473}
49284579487100,{"time":1619604579421548300,"value":16.95636181537598}
49285582444217,{"time":1619604580421548300,"value":14.158298155858915}
