49269581054279,Sending, mavg/room1/rhum
49269581064616,Sending, mavg/room2/rhum
49269581074798,Received, siggen/room2/temp
49269581084972,Received, siggen/room1/temp
49269581095133,Sending, mavg/room1/temp
49269582121003,Sending, mavg/room2/temp
49270578911002,Received, siggen/room1/rhum
49270579290761,Received, siggen/room2/rhum
49270579308025,Sending, mavg/room2/rhum
49270579339299,Sending, mavg/room1/rhum
49270579421176,Received, siggen/room2/temp
49270579443159,Sending, mavg/room2/temp
49270579458331,Received, siggen/room1/temp
49270579472558,Sending, mavg/room1/temp
49271578384141,Received, siggen/room2/rhum
49271578461439,Received, siggen/room2/temp
49271578475659,Sending, mavg/room2/temp
49271578485925,Sending, mavg/room2/rhum
49271578494999,Received, siggen/room1/temp
49271578522829,Sending, mavg/room1/temp
49271578775354,Received, siggen/room1/rhum
49271578791336,Sending, mavg/room1/rhum
49272580723627,Received, siggen/room2/rhum
49272580746396,Sending, mavg/room2/rhum
49272580751249,Received, siggen/room1/rhum
49272580755347,Received, siggen/room2/temp
49272580759443,Sending, mavg/room2/temp
49272580763366,Sending, mavg/room1/rhum
49272580767402,Received, siggen/room1/temp
49272580781072,Sending, mavg/room1/temp
49273580685785,Received, siggen/room1/temp
49273580702966,Received, siggen/room1/rhum
49273580706358,Sending, mavg/room1/rhum
49273580709504,Sending, mavg/room1/temp
49273580721204,Received, siggen/room2/rhum
49273580726267,Sending, mavg/room2/rhum
49273581249834,Received, siggen/room2/temp
49273581255975,Sending, mavg/room2/temp
49274578615735,Received, siggen/room1/temp
49274578634256,Received, siggen/room2/rhum
49274578637735,Sending, mavg/room2/rhum
49274578650298,Sending, mavg/room1/temp
49274578653674,Received, siggen/room1/rhum
49274578666398,Sending, mavg/room1/rhum
49274580020139,Received, siggen/room2/temp
49274580033624,Sending, mavg/room2/temp
49275578609182,Received, siggen/room1/rhum
49275578627035,Received, siggen/room1/temp
49275578630306,Sending, mavg/room1/temp
49275578633474,Sending, mavg/room1/rhum
49275578636527,Received, siggen/room2/rhum
49275578640923,Sending, mavg/room2/rhum
49275578644082,Received, siggen/room2/temp
49275578647166,Sending, mavg/room2/temp
49276582178078,Received, siggen/room1/temp
49276582196554,Received, siggen/room1/rhum
49276582200039,Sending, mavg/room1/rhum
49276582203196,Sending, mavg/room1/temp
49276582206381,Received, siggen/room2/rhum
49276582218702,Sending, mavg/room2/rhum
49276582368724,Received, siggen/room2/temp
49276582394991,Sending, mavg/room2/temp
49277579307456,Received, siggen/room2/rhum
49277579325391,Received, siggen/room2/temp
49277579328589,Sending, mavg/room2/temp
49277579331637,Sending, mavg/room2/rhum
49277579334614,Received, siggen/room1/rhum
49277579339445,Sending, mavg/room1/rhum
49277579342460,Received, siggen/room1/temp
49277579345481,Sending, mavg/room1/temp
49278578807047,Received, siggen/room1/temp
49278578823422,Received, siggen/room1/rhum
49278578826800,Sending, mavg/room1/rhum
49278578829983,Sending, mavg/room1/temp
49278579336082,Received, siggen/room2/temp
49278579341358,Sending, mavg/room2/temp
49278579647526,Received, siggen/room2/rhum
49278579665470,Sending, mavg/room2/rhum
49279580779789,Received, siggen/room1/temp
49279580870661,Sending, mavg/room1/temp
49279581082777,Received, siggen/room1/rhum
49279581087846,Received, siggen/room2/temp
49279581090943,Sending, mavg/room1/rhum
49279581094032,Sending, mavg/room2/temp
49279581381654,Received, siggen/room2/rhum
49279581390383,Sending, mavg/room2/rhum
49280578920840,Received, siggen/room2/rhum
49280578972077,Received, siggen/room2/temp
49280578977331,Sending, mavg/room2/temp
49280578981856,Sending, mavg/room2/rhum
49280578986082,Received, siggen/room1/rhum
49280578991454,Sending, mavg/room1/rhum
49280579368800,Received, siggen/room1/temp
49280579380176,Sending, mavg/room1/temp
49281578950543,Received, siggen/room2/rhum
49281578979097,Received, siggen/room1/temp
49281578984741,Sending, mavg/room2/rhum
49281578989438,Sending, mavg/room1/temp
49281578993683,Received, siggen/room1/rhum
49281579000323,Received, siggen/room2/temp
49281579055767,Sending, mavg/room1/rhum
49281579525762,Sending, mavg/room2/temp
49282581094198,Received, siggen/room1/rhum
49282581120521,Received, siggen/room2/temp
49282581140024,Sending, mavg/room1/rhum
49282581145062,Received, siggen/room1/temp
49282581158244,Sending, mavg/room2/temp
49282581165800,Sending, mavg/room1/temp
49282581179433,Received, siggen/room2/rhum
49282581210677,Sending, mavg/room2/rhum
49283582027227,Received, siggen/room1/temp
49283582040166,Received, siggen/room2/rhum
49283582042768,Sending, mavg/room2/rhum
49283582045302,Sending, mavg/room1/temp
49283582047845,Received, siggen/room1/rhum
49283582161714,Sending, mavg/room1/rhum
49283582168390,Received, siggen/room2/temp
49283582175967,Sending, mavg/room2/temp
49284578924054,Received, siggen/room1/temp
49284578942731,Received, siggen/room1/rhum
49284578946134,Sending, mavg/room1/rhum
49284578994565,Sending, mavg/room1/temp
49284579007303,Received, siggen/room2/rhum
49284579012701,Sending, mavg/room2/rhum
49284579015247,Received, siggen/room2/temp
49284579017828,Sending, mavg/room2/temp
49285580692105,Received, siggen/room2/temp
49285580714733,Received, siggen/room1/rhum
49285580718198,Sending, mavg/room1/rhum
49285580721519,Sending, mavg/room2/temp
49285580738318,Received, siggen/room2/rhum
49285580869318,Sending, mavg/room2/rhum
49285580873547,Received, siggen/room1/temp
49285580881340,Sending, mavg/room1/temp
49286581167904,Received, siggen/room2/temp
49286581207905,Received, siggen/room2/rhum
49286581211610,Sending, mavg/room2/rhum
49286581214161,Sending, mavg/room2/temp
49286581216705,Received, siggen/room1/temp
49286581222469,Sending, mavg/room1/temp
49286581225044,Received, siggen/room1/rhum
49286581227628,Sending, mavg/room1/rhum
49287578506465,Received, siggen/room2/rhum
49287578526119,Received, siggen/room1/rhum
49287578529790,Sending, mavg/room1/rhum
49287578533219,Sending, mavg/room2/rhum
49287578583687,Received, siggen/room2/temp
49287578588000,Sending, mavg/room2/temp
49287578606266,Received, siggen/room1/temp
49287578610329,Sending, mavg/room1/temp
49288578654262,Received, siggen/room2/rhum
49288578673217,Received, siggen/room1/rhum
49288578676776,Sending, mavg/room1/rhum
49288578680140,Sending, mavg/room2/rhum
49288578708051,Received, siggen/room1/temp
49288578722674,Sending, mavg/room1/temp
49288579212312,Received, siggen/room2/temp
49288579220155,Sending, mavg/room2/temp
49289584625775,Received, siggen/room1/rhum
49289584722321,Sending, mavg/room1/rhum
49289584728971,Received, siggen/room2/temp
49289584743163,Received, siggen/room1/temp
49289584756362,Sending, mavg/room1/temp
49289585430969,Sending, mavg/room2/temp
49289585438121,Received, siggen/room2/rhum
49289585446514,Sending, mavg/room2/rhum
49290578693742,Received, siggen/room2/temp
49290578716124,Received, siggen/room2/rhum
49290578720333,Sending, mavg/room2/rhum
49290578724133,Sending, mavg/room2/temp
49290579711433,Received, siggen/room1/temp
49290579720664,Sending, mavg/room1/temp
49290579724038,Received, siggen/room1/rhum
49290579731696,Sending, mavg/room1/rhum
49291579491881,Received, siggen/room2/rhum
49291579515346,Sending, mavg/room2/rhum
49291579518973,Received, siggen/room2/temp
49291579521979,Received, siggen/room1/temp
49291579524979,Sending, mavg/room1/temp
49291579533024,Sending, mavg/room2/temp
49291579880840,Received, siggen/room1/rhum
49291579886776,Sending, mavg/room1/rhum
49292578604198,Received, siggen/room2/temp
49292578617311,Received, siggen/room2/rhum
49292578620139,Sending, mavg/room2/rhum
49292578622772,Sending, mavg/room2/temp
49292578625297,Received, siggen/room1/rhum
49292578627888,Sending, mavg/room1/rhum
49292578750398,Received, siggen/room1/temp
49292578758516,Sending, mavg/room1/temp
49293578820303,Received, siggen/room2/rhum
49293578834173,Received, siggen/room2/temp
49293578837238,Sending, mavg/room2/temp
49293578839826,Sending, mavg/room2/rhum
49293579209511,Received, siggen/room1/temp
49293579214649,Sending, mavg/room1/temp
49293579217322,Received, siggen/room1/rhum
49293579223894,Sending, mavg/room1/rhum
49294578847948,Received, siggen/room2/rhum
49294578861155,Received, siggen/room1/temp
49294578863897,Sending, mavg/room1/temp
49294578866686,Sending, mavg/room2/rhum
49294578869216,Received, siggen/room1/rhum
49294578873134,Sending, mavg/room1/rhum
49294579060524,Received, siggen/room2/temp
49294579064636,Sending, mavg/room2/temp
49295581279571,Received, siggen/room1/temp
49295581296502,Received, siggen/room2/rhum
49295581299420,Sending, mavg/room2/rhum
49295581302122,Sending, mavg/room1/temp
49295581304675,Received, siggen/room1/rhum
49295581311682,Sending, mavg/room1/rhum
49295581328283,Received, siggen/room2/temp
49295581331081,Sending, mavg/room2/temp
49296579180256,Received, siggen/room2/temp
49296579204147,Received, siggen/room1/rhum
49296579208284,Sending, mavg/room1/rhum
49296579211806,Sending, mavg/room2/temp
49296579215211,Received, siggen/room2/rhum
49296579218472,Sending, mavg/room2/rhum
49296580512429,Received, siggen/room1/temp
49296580723327,Sending, mavg/room1/temp
49297578405025,Received, siggen/room1/temp
49297578425208,Received, siggen/room2/rhum
49297578429028,Sending, mavg/room2/rhum
49297578432445,Sending, mavg/room1/temp
49297578435824,Received, siggen/room2/temp
49297578451479,Sending, mavg/room2/temp
49297578576389,Received, siggen/room1/rhum
49297578606803,Sending, mavg/room1/rhum
49298578709420,Received, siggen/room2/rhum
49298578730422,Received, siggen/room2/temp
49298578733550,Sending, mavg/room2/temp
49298578736213,Sending, mavg/room2/rhum
49298578738759,Received, siggen/room1/rhum
49298578741358,Sending, mavg/room1/rhum
49298579359155,Received, siggen/room1/temp
49298579367916,Sending, mavg/room1/temp
49299581128930,Received, siggen/room1/temp
49299581151875,Received, siggen/room2/rhum
49299581154832,Sending, mavg/room1/temp
49299581157498,Sending, mavg/room2/rhum
49299581160052,Received, siggen/room1/rhum
49299581165343,Sending, mavg/room1/rhum
49299581202475,Received, siggen/room2/temp
49299581274418,Sending, mavg/room2/temp
49300578657573,Received, siggen/room2/temp
49300578700497,Received, siggen/room2/rhum
49300578733608,Sending, mavg/room2/temp
49300578738539,Sending, mavg/room2/rhum
49300578758915,Received, siggen/room1/temp
49300578767231,Received, siggen/room1/rhum
49300578770693,Sending, mavg/room1/temp
49300578784789,Sending, mavg/room1/rhum
49301579063829,Received, siggen/room2/temp
49301579079428,Received, siggen/room1/rhum
49301579082272,Sending, mavg/room1/rhum
49301579094280,Sending, mavg/room2/temp
49301579097012,Received, siggen/room1/temp
49301579099589,Sending, mavg/room1/temp
49301579158533,Received, siggen/room2/rhum
49301579165584,Sending, mavg/room2/rhum
49302578465005,Received, siggen/room2/rhum
49302578536504,Received, siggen/room1/rhum
49302578541338,Sending, mavg/room1/rhum
49302578544838,Sending, mavg/room2/rhum
49302578637007,Received, siggen/room1/temp
49302578644734,Sending, mavg/room1/temp
49302579310258,Received, siggen/room2/temp
49302579369997,Sending, mavg/room2/temp
49303583043135,Received, siggen/room2/rhum
49303583061219,Sending, mavg/room2/rhum
49303583064501,Received, siggen/room1/rhum
49303583067493,Sending, mavg/room1/rhum
49303583070412,Received, siggen/room1/temp
49303583073333,Sending, mavg/room1/temp
49303583076191,Received, siggen/room2/temp
49303583081383,Sending, mavg/room2/temp
49304579256148,Received, siggen/room1/rhum
49304579276061,Received, siggen/room1/temp
49304579280225,Sending, mavg/room1/temp
49304579283502,Sending, mavg/room1/rhum
49304579840382,Received, siggen/room2/rhum
49304579852452,Received, siggen/room2/temp
49304579856690,Sending, mavg/room2/temp
49304579860213,Sending, mavg/room2/rhum
49305579374188,Received, siggen/room1/temp
49305579388279,Received, siggen/room2/rhum
49305579391121,Sending, mavg/room2/rhum
49305579393779,Sending, mavg/room1/temp
49305579396336,Received, siggen/room1/rhum
49305579398908,Sending, mavg/room1/rhum
49305579401447,Received, siggen/room2/temp
49305579406036,Sending, mavg/room2/temp
49306580654723,Received, siggen/room2/rhum
49306580667578,Received, siggen/room1/rhum
49306580670251,Sending, mavg/room1/rhum
49306580672849,Sending, mavg/room2/rhum
49306580804541,Received, siggen/room1/temp
49306581072649,Sending, mavg/room1/temp
49306624765107,Received, siggen/room2/temp
49306624835254,Sending, mavg/room2/temp
49307579190569,Received, siggen/room2/rhum
49307579203938,Received, siggen/room1/rhum
49307579206525,Sending, mavg/room1/rhum
49307579209081,Sending, mavg/room2/rhum
49307579220182,Received, siggen/room1/temp
49307579225345,Sending, mavg/room1/temp
49307579276214,Received, siggen/room2/temp
49307579280182,Sending, mavg/room2/temp
49308580854639,Received, siggen/room2/rhum
49308580867696,Received, siggen/room1/rhum
49308580870634,Sending, mavg/room1/rhum
49308580884416,Sending, mavg/room2/rhum
49308581244465,Received, siggen/room1/temp
49308581251385,Received, siggen/room2/temp
49308581253995,Sending, mavg/room2/temp
49308581256493,Sending, mavg/room1/temp
49309578457387,Received, siggen/room2/rhum
49309578507222,Sending, mavg/room2/rhum
49309579119491,Received, siggen/room2/temp
49309579125585,Sending, mavg/room2/temp
49309579644290,Received, siggen/room1/temp
49309579665399,Sending, mavg/room1/temp
49309580041965,Received, siggen/room1/rhum
49309580097851,Sending, mavg/room1/rhum
49310578310120,Received, siggen/room2/rhum
49310578322643,Received, siggen/room1/temp
49310578325273,Sending, mavg/room1/temp
49310578447834,Sending, mavg/room2/rhum
49310578462347,Received, siggen/room1/rhum
49310578468896,Sending, mavg/room1/rhum
49310578471522,Received, siggen/room2/temp
49310578474099,Sending, mavg/room2/temp
49311584682685,Received, siggen/room1/rhum
49311584696567,Received, siggen/room1/temp
49311584699387,Sending, mavg/room1/temp
49311584702043,Sending, mavg/room1/rhum
49311584716517,Received, siggen/room2/temp
49311584722601,Sending, mavg/room2/temp
49311585308103,Received, siggen/room2/rhum
49311585312444,Sending, mavg/room2/rhum
49312578782572,Received, siggen/room1/temp
49312578794597,Received, siggen/room2/temp
49312578798653,Sending, mavg/room2/temp
49312578801944,Received, siggen/room2/rhum
49312578805277,Sending, mavg/room2/rhum
49312579764839,Sending, mavg/room1/temp
49312579773014,Received, siggen/room1/rhum
49312579776645,Sending, mavg/room1/rhum
49313594608222,Received, siggen/room1/rhum
49313594625795,Received, siggen/room2/rhum
49313594629942,Sending, mavg/room2/rhum
49313594633369,Sending, mavg/room1/rhum
49313594636594,Received, siggen/room2/temp
49313594642763,Sending, mavg/room2/temp
49313594664601,Received, siggen/room1/temp
49313594810655,Sending, mavg/room1/temp
49314578839568,Received, siggen/room2/temp
49314579077742,Received, siggen/room2/rhum
49314579081447,Sending, mavg/room2/rhum
49314579084593,Sending, mavg/room2/temp
49314579102750,Received, siggen/room1/temp
49314579111182,Sending, mavg/room1/temp
49314579729800,Received, siggen/room1/rhum
49314579735051,Sending, mavg/room1/rhum
49315578982361,Received, siggen/room2/temp
49315579026893,Received, siggen/room2/rhum
49315579030672,Sending, mavg/room2/rhum
49315579033775,Sending, mavg/room2/temp
49315579045299,Received, siggen/room1/rhum
49315579059016,Sending, mavg/room1/rhum
49315579424138,Received, siggen/room1/temp
49315579429286,Sending, mavg/room1/temp
49316578653574,Received, siggen/room2/temp
49316578670534,Received, siggen/room1/temp
49316578673195,Sending, mavg/room1/temp
49316578764583,Received, siggen/room1/rhum
49316579031606,Sending, mavg/room2/temp
49316579050348,Sending, mavg/room1/rhum
49316579079582,Received, siggen/room2/rhum
49316579083025,Sending, mavg/room2/rhum
49317579061736,Received, siggen/room1/rhum
49317579075232,Received, siggen/room2/temp
49317579086813,Sending, mavg/room2/temp
49317579089563,Sending, mavg/room1/rhum
49317579092137,Received, siggen/room2/rhum
49317579105282,Sending, mavg/room2/rhum
49317579380295,Received, siggen/room1/temp
49317579384295,Sending, mavg/room1/temp
49318578501872,Received, siggen/room1/temp
49318578839628,Received, siggen/room1/rhum
49318578844855,Sending, mavg/room1/rhum
49318578848857,Sending, mavg/room1/temp
49318578867483,Received, siggen/room2/rhum
49318578875572,Sending, mavg/room2/rhum
49318578879107,Received, siggen/room2/temp
49318578882027,Sending, mavg/room2/temp
49319578959054,Received, siggen/room2/temp
49319578972260,Received, siggen/room2/rhum
49319578975293,Sending, mavg/room2/rhum
49319578977881,Sending, mavg/room2/temp
49319579295421,Received, siggen/room1/temp
49319579303642,Sending, mavg/room1/temp
49319579306324,Received, siggen/room1/rhum
49319579308921,Sending, mavg/room1/rhum
