# timestamp,resident_bytes,total_bytes,system_millis,user_millis
189053370762,20078592,786452480,240,420
190549610525,20078592,786452480,240,420
190996962370,20078592,786452480,240,420
191643143480,20078592,786452480,240,420
191999336143,20078592,786452480,240,420
192318438166,20078592,786452480,240,460
192592939176,20078592,786452480,240,460
192873199975,20078592,786452480,240,460
193144390003,20078592,786452480,240,460
193422723719,20078592,786452480,240,460
193682102770,20078592,786452480,240,460
193957022482,20078592,786452480,240,460
194234102342,20078592,786452480,240,460
194527448236,20078592,786452480,240,460
194791579371,20078592,786452480,240,460
195045716356,20078592,786452480,240,460
195323148900,20078592,786452480,240,460
195579741012,20078592,786452480,240,460
195846015471,20078592,786452480,240,460
196104245248,20078592,786452480,240,460
196361674341,20078592,786452480,240,460
196630794137,20078592,786452480,240,460
196887580227,20078592,786452480,240,460
197143095557,20078592,786452480,240,460
197412367953,20078592,786452480,240,460
197668847510,20078592,786452480,240,460
197938991547,20078592,786452480,240,460
198194308457,20078592,786452480,240,460
198472125147,20078592,786452480,240,460
198741648452,20078592,786452480,240,460
198996958024,20078592,786452480,240,460
199324838062,20078592,786452480,240,460
199982966417,20078592,786452480,240,460
200251214509,20078592,786452480,240,460
200511918050,20078592,786452480,240,460
200774880845,20078592,786452480,240,460
201030834834,20078592,786452480,240,460
201294731664,20078592,786452480,240,460
201557852397,20078592,786452480,240,460
201812266661,20078592,786452480,240,460
202074706274,20078592,786452480,240,460
202340908165,20078592,786452480,240,460
202608250683,20078592,786452480,240,460
202879071698,20078592,786452480,240,460
203153601990,20078592,786452480,240,460
203423023696,20078592,786452480,240,460
203698779671,20078592,786452480,240,460
203968833294,20078592,786452480,240,460
204232652799,20078592,786452480,240,460
204497372104,20078592,786452480,240,460
204769227324,20078592,786452480,240,460
205028367445,20078592,786452480,240,460
205305016818,20078592,786452480,240,460
205570827152,20078592,786452480,240,460
205839050248,20078592,786452480,240,460
206104779830,20078592,786452480,240,460
206370293582,20078592,786452480,240,460
206683789309,20078592,786452480,240,460
206958718969,20078592,786452480,240,460
207262256993,20078592,786452480,240,460
207623405286,20078592,786452480,240,460
207880260420,20078592,786452480,240,460
208134489676,20078592,786452480,240,460
208394469854,20078592,786452480,240,460
208654115988,20078592,786452480,240,460
208912009081,20078592,786452480,240,460
209191719604,20078592,786452480,240,460
209446980957,20078592,786452480,240,460
209703448228,20078592,786452480,240,460
209965923047,20078592,786452480,240,460
210223859555,20078592,786452480,240,460
210484830573,20078592,786452480,240,460
210740512115,20078592,786452480,240,460
210998938740,20078592,786452480,240,460
211305511134,20078592,786452480,240,460
211601514328,20078592,786452480,240,460
211859910291,20078592,786452480,240,460
212117345413,20078592,786452480,240,460
212375000827,20078592,786452480,240,460
212642483328,20078592,786452480,240,460
212906147189,20078592,786452480,240,460
213161626970,20078592,786452480,240,460
213419067282,20078592,786452480,240,460
213673777613,20078592,786452480,240,460
213930420261,20078592,786452480,240,460
214189799885,20078592,786452480,240,460
214461779716,20078592,786452480,240,460
214717020807,20078592,786452480,240,460
214976584183,20078592,786452480,240,460
215248732931,20078592,786452480,240,460
215508391555,20078592,786452480,240,460
215765475814,20078592,786452480,240,460
216029914268,20078592,786452480,240,460
216312526903,20078592,786452480,240,460
216589763562,20078592,786452480,240,460
216851008654,20078592,786452480,240,460
217106628476,20078592,786452480,240,460
217365683204,20078592,786452480,240,460
217626906074,20078592,786452480,240,460
217888321872,20078592,786452480,240,460
218157686517,20078592,786452480,240,460
218426975377,20078592,786452480,240,460
