# timestamp,resident_bytes,total_bytes,system_millis,user_millis
44285331407343,4882432,25460736,0,0
44285736949275,4882432,25460736,0,0
44286040998132,4882432,25460736,0,0
44286335100513,4882432,25460736,0,0
44286634395264,4882432,25460736,0,0
44286959135496,4882432,25460736,0,0
44287253246658,4882432,25460736,0,0
44287538491194,4882432,25460736,0,0
44287829710931,4882432,25460736,0,0
44288092320430,4882432,25460736,0,0
44288376311517,4882432,25460736,0,0
44288637159207,4882432,25460736,0,0
44288930214042,4882432,25460736,0,0
44289223945607,4882432,25460736,0,0
44289499554731,4882432,25460736,0,0
44289818411059,4882432,25460736,0,0
44290147630157,4882432,25460736,0,0
44290463460240,4882432,25460736,0,0
44290730188720,4882432,25460736,0,0
44290994420870,4882432,25460736,0,0
44291281770054,4882432,25460736,0,0
44291560698855,4882432,25460736,0,0
44291827389460,4882432,25460736,0,0
44292143571767,4882432,25460736,0,0
44292434917901,4882432,25460736,0,0
44292718136417,4882432,25460736,0,0
44293017889425,4882432,25460736,0,0
44293280492500,4882432,25460736,0,0
44293543739514,4882432,25460736,0,0
44293808293954,4882432,25460736,0,0
44294101220821,4882432,25460736,0,0
44294364270390,4882432,25460736,0,0
44294625329726,4882432,25460736,0,0
44294892294618,4882432,25460736,0,0
44295170654929,4882432,25460736,0,0
44295434667759,4882432,25460736,0,0
44295697357861,4882432,25460736,0,0
44295958589146,4882432,25460736,0,0
44296223131163,4882432,25460736,0,0
44296485463248,4882432,25460736,0,0
44296748997942,4882432,25460736,0,0
44297018153644,4882432,25460736,0,0
44297291666767,4882432,25460736,0,0
44297566758313,4882432,25460736,0,0
44297843148412,4882432,25460736,0,0
44298106458164,4882432,25460736,0,0
44298366926601,4882432,25460736,0,0
44298637893722,4882432,25460736,0,0
44298903811879,4882432,25460736,0,0
44299172880996,4882432,25460736,0,0
44299434532598,4882432,25460736,0,0
44299704124185,4882432,25460736,0,0
44299971863895,4882432,25460736,0,0
44300243145578,4882432,25460736,0,0
44300506409011,4882432,25460736,0,0
44300772106332,4882432,25460736,0,0
44301037815019,4882432,25460736,0,0
44301308544487,4882432,25460736,0,0
44301578423462,4882432,25460736,0,0
44301844373172,4882432,25460736,0,0
44302110089299,4882432,25460736,0,0
44302377031653,4882432,25460736,0,0
44302649974634,4882432,25460736,0,0
44302915085075,4882432,25460736,0,0
44303176880485,4882432,25460736,0,0
44303439198966,4882432,25460736,0,0
44303702819473,4882432,25460736,0,0
44303970914609,4882432,25460736,0,0
44304234075585,4882432,25460736,0,0
44304506729180,4882432,25460736,0,0
44304767857916,4882432,25460736,0,0
44305032135879,4882432,25460736,0,0
44305310849408,4882432,25460736,0,0
44305574418026,4882432,25460736,0,0
44305838571064,4882432,25460736,0,0
44306102533450,4882432,25460736,0,0
44306366741629,4882432,25460736,0,0
44306627378687,4882432,25460736,0,0
44306906418233,4882432,25460736,0,0
44307170118872,4882432,25460736,0,0
44307436580405,4882432,25460736,0,0
44307712079235,4882432,25460736,0,0
44307980257355,4882432,25460736,0,0
44308250683395,4882432,25460736,0,0
44308526722741,4882432,25460736,0,0
44308804203718,4882432,25460736,0,0
44309080132455,4882432,25460736,0,0
44309390323760,4882432,25460736,0,0
44309652388475,4882432,25460736,0,0
44309927506027,4882432,25460736,0,0
44310192714274,4882432,25460736,0,0
44310456878958,4882432,25460736,0,0
44310724662230,4882432,25460736,0,0
44311019007000,4882432,25460736,0,0
44311298696214,4882432,25460736,0,0
44311571814170,4882432,25460736,0,0
44311841673129,4882432,25460736,0,0
44312105926933,4882432,25460736,0,0
44312369278124,4882432,25460736,0,0
44312646715905,4882432,25460736,0,0
44312952708605,4882432,25460736,0,0
44313217635901,4882432,25460736,0,0
44313491058774,4882432,25460736,0,0
44313756991727,4882432,25460736,0,0
44314027521461,4882432,25460736,0,0
44314315787982,4882432,25460736,0,0
44314601766031,4882432,25460736,0,0
44314863687893,4882432,25460736,0,0
44315141760194,4882432,25460736,0,0
44315403486334,4882432,25460736,0,0
44315689401446,4882432,25460736,0,0
44315969796890,4882432,25460736,0,0
44316232529283,4882432,25460736,0,0
44316498422627,4882432,25460736,0,0
44316762711802,4882432,25460736,0,0
44317039136689,4882432,25460736,0,0
44317304940855,4882432,25460736,0,0
44317577139418,4882432,25460736,0,0
44317840736990,4882432,25460736,0,0
44318108616665,4882432,25460736,0,0
44318390869035,4882432,25460736,0,0
44318649337908,4882432,25460736,0,0
44318909457650,4882432,25460736,0,0
44319197007052,4882432,25460736,0,0
44319458474235,4882432,25460736,0,0
44319724115595,4882432,25460736,0,0
44319988895070,4882432,25460736,0,0
44320249765038,4882432,25460736,0,0
44320517904184,4882432,25460736,0,0
44320791869203,4882432,25460736,0,0
44321050445580,4882432,25460736,0,0
44321326913703,4882432,25460736,0,0
44321594237189,4882432,25460736,0,0
44321874024014,4882432,25460736,0,0
44322142754136,4882432,25460736,0,0
44322416769670,4882432,25460736,0,0
44322710184791,4882432,25460736,0,0
44322975491014,4882432,25460736,0,0
44323234137488,4882432,25460736,0,0
44323493840215,4882432,25460736,0,0
44323754325642,4882432,25460736,0,0
44324031112672,4882432,25460736,0,0
44324319935276,4882432,25460736,0,0
44324588161069,4882432,25460736,0,0
44324864061926,4882432,25460736,0,0
44325148224547,4882432,25460736,0,0
44325412033718,4882432,25460736,0,0
44325675915544,4882432,25460736,0,0
44325943006539,4882432,25460736,0,0
44326209011105,4882432,25460736,0,0
44326479500116,4882432,25460736,0,0
44326752156497,4882432,25460736,0,0
44327029143748,4882432,25460736,0,0
44327314866552,4882432,25460736,0,0
44327592714654,4882432,25460736,0,0
44327855210323,4882432,25460736,0,0
44328117895068,4882432,25460736,0,0
44328386147548,4882432,25460736,0,0
44328653972578,4882432,25460736,0,0
44329028800684,4882432,25460736,0,0
44329315759635,4882432,25460736,0,0
44329598644092,4882432,25460736,0,0
44329875141598,4882432,25460736,0,0
44330150208978,4882432,25460736,0,0
44330415233214,4882432,25460736,0,0
44330695641290,4882432,25460736,0,0
44330977223259,4882432,25460736,0,0
44331240422496,4882432,25460736,0,0
44331514841351,4882432,25460736,0,0
44331789041036,4882432,25460736,0,0
44332060031871,4882432,25460736,0,0
44332372079539,4882432,25460736,0,0
44332653947023,4882432,25460736,0,0
44332962606148,4882432,25460736,0,0
44333242290899,4882432,25460736,0,0
44333545029576,4882432,25460736,0,0
44333868141904,4882432,25460736,0,0
44334162105578,4882432,25460736,0,0
44334590980681,4882432,25460736,0,0
44334999605224,4882432,25460736,0,0
44335264514806,4882432,25460736,0,0
44335561372690,4882432,25460736,0,0
44335896610632,4882432,25460736,0,0
44336250520260,4882432,25460736,0,0
44336581760671,4882432,25460736,0,0
44336877161148,4882432,25460736,0,0
44337183998449,4882432,25460736,0,0
44337570711156,4882432,25460736,0,0
44337908730683,4882432,25460736,0,0
44338197367616,4882432,25460736,0,0
44338466221686,4882432,25460736,0,0
44338757386806,4882432,25460736,0,0
44339029476015,4882432,25460736,0,0
44339314184466,4882432,25460736,0,0
44339596805049,4882432,25460736,0,0
44339862256179,4882432,25460736,0,0
44340134413537,4882432,25460736,0,0
44340420496717,4882432,25460736,0,0
44340681508270,4882432,25460736,0,0
44340944992426,4882432,25460736,0,0
44341228865145,4882432,25460736,0,0
44341544391209,4882432,25460736,0,0
44341862938777,4882432,25460736,0,0
44342144186896,4882432,25460736,0,0
44342427139707,4882432,25460736,0,0
44342691002136,4882432,25460736,0,0
44343003840670,4882432,25460736,0,0
44343279040759,4882432,25460736,0,0
44343546746652,4882432,25460736,0,0
44343816609054,4882432,25460736,0,0
44344091866657,4882432,25460736,0,0
44344355073163,4882432,25460736,0,0
44344618477711,4882432,25460736,0,0
44344895380342,4882432,25460736,0,0
44345172809935,4882432,25460736,0,0
44345447746932,4882432,25460736,0,0
44345725063358,4882432,25460736,0,0
44346007198424,4882432,25460736,0,0
44346275992829,4882432,25460736,0,0
44346534940544,4882432,25460736,0,0
44346797255141,4882432,25460736,0,0
44347057538625,4882432,25460736,0,0
44347325517866,4882432,25460736,0,0
44347602166522,4882432,25460736,0,0
44347868154984,4882432,25460736,0,0
44348143655839,4882432,25460736,0,0
44348407015593,4882432,25460736,0,0
44348670916393,4882432,25460736,0,0
44348948464470,4882432,25460736,0,0
44349216744881,4882432,25460736,0,0
44349480408520,4882432,25460736,0,0
44349756590160,4882432,25460736,0,0
44350030727676,4882432,25460736,0,0
44350299744102,4882432,25460736,0,0
44350565818169,4882432,25460736,0,0
44350855149025,4882432,25460736,0,0
44351115796032,4882432,25460736,0,0
44351388841175,4882432,25460736,0,0
44351647546693,4882432,25460736,0,0
44351934504135,4882432,25460736,0,0
44352194682050,4882432,25460736,0,0
44352481154116,4882432,25460736,0,0
44352827832358,4882432,25460736,0,0
44353090614544,4882432,25460736,0,0
44353358558249,4882432,25460736,0,0
44353631167405,4882432,25460736,0,0
44353891725157,4882432,25460736,0,0
44354160902340,4882432,25460736,0,0
44354422083305,4882432,25460736,0,0
44354683336406,4882432,25460736,0,0
44354962062054,4882432,25460736,0,0
44355220864933,4882432,25460736,0,0
44355479458201,4882432,25460736,0,0
44355739281664,4882432,25460736,0,0
44356003223978,4882432,25460736,0,0
44356268596923,4882432,25460736,0,0
