# timestamp,resident_bytes,total_bytes,system_millis,user_millis
46658809893683,20348928,785367040,80,230
46659345519868,20348928,785367040,80,230
46659823761470,20348928,785367040,80,230
46660244296249,20348928,785367040,80,280
46660785573416,20348928,785367040,80,280
46661274751151,20348928,785367040,80,280
46661708041727,20348928,785367040,80,280
46662216871025,20348928,785367040,80,280
46662644791021,20348928,785367040,80,280
46663047555433,20348928,785367040,80,280
46663348440330,20348928,785367040,80,280
46663636722955,20348928,785367040,80,280
46663961169885,20348928,785367040,80,280
46664247365028,20348928,785367040,80,280
46664531694186,20348928,785367040,80,280
46664931949497,20348928,785367040,80,280
46665202365633,20348928,785367040,80,280
46665483620436,20348928,785367040,80,280
46665780635699,20348928,785367040,80,280
46666101701437,20348928,785367040,80,280
46666403818364,20348928,785367040,80,280
46666695987573,20348928,785367040,80,280
46666972001587,20348928,785367040,80,280
46667335803932,20348928,785367040,80,280
46667667330657,20348928,785367040,80,280
46667957687861,20348928,785367040,80,280
46668287963897,20348928,785367040,80,280
46668564505905,20348928,785367040,80,280
46668897844618,20348928,785367040,80,280
46669221696702,20348928,785367040,80,280
46669488854347,20348928,785367040,80,280
46669757525812,20348928,785367040,80,280
46670051470254,20348928,785367040,80,280
46670337738314,20348928,785367040,80,280
46670617645795,20348928,785367040,80,280
46670901084716,20348928,785367040,80,280
46671180302412,20348928,785367040,80,280
46671446687113,20348928,785367040,80,280
46671715570688,20348928,785367040,80,280
46671994964138,20348928,785367040,80,280
46672278303595,20348928,785367040,80,280
46672552362552,20348928,785367040,80,280
46672816802874,20348928,785367040,80,280
46673088766412,20348928,785367040,80,280
46673357687342,20348928,785367040,80,280
46673626626411,20348928,785367040,80,280
46673891617994,20348928,785367040,80,280
46674161107047,20348928,785367040,80,280
46674432604277,20348928,785367040,80,280
46674698555427,20348928,785367040,80,280
46674973040011,20348928,785367040,80,280
46675245543709,20348928,785367040,80,280
46675512010915,20348928,785367040,80,280
46675778869638,20348928,785367040,80,280
46676059229855,20348928,785367040,80,280
46676322959926,20348928,785367040,80,280
46676598649971,20348928,785367040,80,280
46676866919054,20348928,785367040,80,280
46677139185284,20348928,785367040,80,280
46677412055509,20348928,785367040,80,280
46677686063182,20348928,785367040,80,280
46677958856017,20348928,785367040,80,280
46678236438341,20348928,785367040,80,280
46678503030031,20348928,785367040,80,280
46678776577396,20348928,785367040,80,280
46679051049195,20348928,785367040,80,280
46679323745659,20348928,785367040,80,280
46679599736370,20348928,785367040,80,280
46679874345484,20348928,785367040,80,280
46680152885536,20348928,785367040,80,280
46680429399272,20348928,785367040,80,280
46680702809173,20348928,785367040,80,280
46680982737791,20348928,785367040,80,280
46681251365797,20348928,785367040,80,280
46681519998919,20348928,785367040,80,280
46681789157229,20348928,785367040,80,280
46682063693442,20348928,785367040,80,280
46682331719867,20348928,785367040,80,280
46682609350411,20348928,785367040,80,280
46682876176663,20348928,785367040,80,280
46683162525950,20348928,785367040,80,280
46683429351060,20348928,785367040,80,280
46683705846477,20348928,785367040,80,280
46683977306828,20348928,785367040,80,280
46684253679505,20348928,785367040,80,280
46684532469025,20348928,785367040,80,280
46684838398535,20348928,785367040,80,280
46685110540229,20348928,785367040,80,280
46685384956661,20348928,785367040,80,280
46685670871943,20348928,785367040,80,280
46685951132375,20348928,785367040,80,280
46686222232046,20348928,785367040,80,280
46686516749822,20348928,785367040,80,280
46686790225567,20348928,785367040,80,280
46687072984988,20348928,785367040,80,280
46687340132423,20348928,785367040,80,280
46687625501497,20348928,785367040,80,280
46687895947057,20348928,785367040,80,280
46688168144058,20348928,785367040,80,280
46688441478276,20348928,785367040,80,280
46688746185043,20348928,785367040,80,280
46689021709505,20348928,785367040,80,280
46689301969031,20348928,785367040,80,280
46689572004329,20348928,785367040,80,280
46689844463767,20348928,785367040,80,280
46690111994291,20348928,785367040,80,280
46690374904981,20348928,785367040,80,280
46690651374558,20348928,785367040,80,280
46690930599077,20348928,785367040,80,280
46691229072961,20348928,785367040,80,280
46691502673157,20348928,785367040,80,280
46691781310954,20348928,785367040,80,280
46692050459554,20348928,785367040,80,280
46692314857946,20348928,785367040,80,280
46692577212610,20348928,785367040,80,280
46692851013271,20348928,785367040,80,280
46693124008258,20348928,785367040,80,280
46693390324658,20348928,785367040,80,280
46693656059791,20348928,785367040,80,280
46693919433373,20348928,785367040,80,280
46694191404641,20348928,785367040,80,280
46694509780363,20348928,785367040,80,280
46694803137119,20348928,785367040,80,280
46695081639793,20348928,785367040,80,280
46695367017428,20348928,785367040,80,280
46695636174221,20348928,785367040,80,280
46695910081988,20348928,785367040,80,280
46696189456675,20348928,785367040,80,280
46696451808983,20348928,785367040,80,280
